Site,Upload_date,#items_completed,#items_started,#attempts_incorrect,start_timestamp,SessionID,CRASHED,ActivityName,TutorID,MatrixName,ProblemName,TotalProblemCount,#attempts,end_timestamp,activity_duration,completion,last_problemnumber,last_problemname,DateTime_logName,TabletID,PERF_FileName,Promotion,total_incorrect_attempts,total_null_attempts,total_correct_attempts,first_attempt_correct_problem_counter,correct_problem_counter,Unique_Child_ID_1,Area_AN,Row_AN,Column_AN,Area_TID,Row_TID,Column_TID,Last_attemptHiatus,last_problemnumber2,between_activityHiatus,KC(Subtest),KC(Subtest)1,KC(Subtest)2,KC(Subtest)3,new_store_count,Percentage_Completion,First_Attempt_Percentage_Correct,Percentage_Correct,Percentage_Completion_2
131,2019-01-18,,,,946823975004, 6116001855_20000102_171606,1.0,bpop.wrd:2ch..2ch.syl.rand.sim.stat.show.48__it_14, story.hear__Safari_Song__it_32, songs, O Tanzania oyee!,4,1,946823975004,0,BACKBUTTON,0, O Tanzania oyee!,"01/02/2000, 17:16:06", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000092_2000.01.02.17.16.06_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,136.0,story,16.0,20.0,0,1,279971.0,Syllable Sound,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946825892543, 6116001855_20000102_180437,1.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL4.decr.25, story.hear__Safari_Song__it_32, songs, O Tanzania oyee!,4,2,946825902277,9734,BACKBUTTON,0, O Tanzania oyee!,"01/02/2000, 18:04:37", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000094_2000.01.02.18.04.37_6116001855.json, PROMOTION,0,2,0,0,0,RSWGAP_410,math,4.0,28.0,story,16.0,20.0,9734,1,-1.0,Missing Number,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,10.0,10.0,2.0,946827038510, 6116001855_20000102_182934,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_vyi-fu-mka,10,12,946827158620,120110,COMPLETE,10, BPOP_fu_ze-fu-mmo,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,1,1,10,9,10,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,5792,10,-1.0,Syllable Sound,,,,10.0,100.0,90.0,100.0,100.0
131,2019-01-18,,,,946827170080, 6116001855_20000102_182934,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946827192495,22415,ENDTUTOR,0, O Tanzania oyee!,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4501,4,11460.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946827192622, 6116001855_20000102_182934,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946827192622,0,STORY,0, O Tanzania oyee!,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,127.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,9.0,9.0,11.0,946827262388, 6116001855_20000102_182934,0.0,akira:syl.lc.say.fu..fu.noShow..15, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fa_fo_fi,10,20,946827415096,152708,ENDTUTOR,9, o1_fi_fo_fu,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,12,1,7,4,7,RSWGAP_410,literacy,5.0,129.0,literacy,5.0,129.0,8608,9,69766.0,Syllable Sound,,,,8.0,90.0,40.0,70.0,80.0
131,2019-01-18,10.0,10.0,10.0,946827506084, 6116001855_20000102_182934,0.0,akira:syl.lc.say.fu..fu.noShow..15, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fa_fo_fi,10,20,946827655255,149171,COMPLETE,10, o1_fo_fi_fu,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,11,1,8,5,8,RSWGAP_410,literacy,5.0,129.0,literacy,5.0,129.0,8938,10,90988.0,Syllable Sound,,,,9.0,100.0,50.0,80.0,90.0
131,2019-01-18,9.0,10.0,-9.0,946827701641, 6116001855_20000102_182934,0.0,num.scale:5..55.off5.32, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fo_fi_fu,0,1,946827701641,0,BACKBUTTON,10, o1_fo_fi_fu,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,math,4.0,30.0,literacy,5.0,129.0,0,1,46386.0,,,,,1.0,inf,,,inf
131,2019-01-18,10.0,10.0,5.0,946827714568, 6116001855_20000102_182934,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_fu-mke-fe,10,15,946827832068,117500,COMPLETE,10, BPOP_fu_cho-mpi-fu,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,5,1,9,7,9,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,5780,10,12927.0,Syllable Sound,,,,10.0,100.0,70.0,90.0,100.0
131,2019-01-18,,,,946827844330, 6116001855_20000102_182934,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946827866862,22532,ENDTUTOR,0, O Tanzania oyee!,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4629,4,12262.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946827867122, 6116001855_20000102_182934,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946827867122,0,STORY,0, O Tanzania oyee!,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,260.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,10.0,10.0,1.0,946827882171, 6116001855_20000102_182934,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_mku-fu-che,10,11,946827935703,53532,COMPLETE,10, BPOP_fu_cho-mpi-fu,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,1,10,10,10,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,5973,10,15049.0,Syllable Sound,,,,10.0,100.0,100.0,100.0,100.0
131,2019-01-18,9.0,10.0,-8.0,946827949861, 6116001855_20000102_182934,1.0,num.scale:5..55.off5.32, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_cho-mpi-fu,0,2,946828188978,239117,BACKBUTTON,10, BPOP_fu_cho-mpi-fu,"01/02/2000, 18:29:34", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000096_2000.01.02.18.29.34_6116001855.json, PROMOTION,0,2,0,0,0,RSWGAP_410,math,4.0,30.0,literacy,5.0,128.0,239117,10,14158.0,,,,,1.0,inf,,,inf
131,2019-01-18,,,,946897392638, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.sim.stat.show.45, null, null, null,0,1,946897392638,0,BACKBUTTON,0, null,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, null,0,1,0,0,0,RSWGAP_410,literacy,5.0,130.0,DNFT,-1.0,-1.0,0,1,-1.0,Syllable Sound,,,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,10.0,10.0,5.0,946897711402, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.sim.stat.show.45, bpop.wrd_fu..fu.syl.rand.sim.stat.show.45, literacy, BPOP_fu_ng'u-fu-su,10,15,946899083609,1372207,COMPLETE,10, BPOP_fu_chu-fu-mlu,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,4,1,10,8,10,RSWGAP_410,literacy,5.0,130.0,literacy,5.0,130.0,5739,10,318764.0,Syllable Sound,,,,10.0,100.0,80.0,100.0,100.0
131,2019-01-18,,,,946899110538, 6116001855_20000103_140020,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946899132960,22422,ENDTUTOR,0, O Tanzania oyee!,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4525,4,26929.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946899133071, 6116001855_20000103_140020,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946899133071,0,STORY,0, O Tanzania oyee!,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,111.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,9.0,9.0,9.0,946899185790, 6116001855_20000103_140020,0.0,akira:syl.lc.say.fu..fu.noShow..15, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fa_fo_fi,10,18,946899317648,131858,ENDTUTOR,9, o1_fi_fo_fu,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,11,1,6,5,6,RSWGAP_410,literacy,5.0,129.0,literacy,5.0,129.0,8537,9,52719.0,Syllable Sound,,,,8.0,90.0,50.0,60.0,80.0
131,2019-01-18,8.0,9.0,-8.0,946899454224, 6116001855_20000103_140020,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL3.decr.26, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fi_fo_fu,0,1,946899454224,0,BACKBUTTON,9, o1_fi_fo_fu,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,math,4.0,29.0,literacy,5.0,129.0,0,1,136576.0,Missing Number,,,,1.0,inf,,,inf
131,2019-01-18,8.0,9.0,-8.0,946899563567, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fi_fo_fu,0,1,946899563567,0,BACKBUTTON,9, o1_fi_fo_fu,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,129.0,0,1,109343.0,Syllable Sound,,,,1.0,inf,,,inf
131,2019-01-18,10.0,10.0,12.0,946899732591, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_fu-ng'u-msta,10,22,946899893962,161371,COMPLETE,10, BPOP_fu_vyo-no-fu,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,11,1,10,4,10,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,5785,10,169024.0,Syllable Sound,,,,10.0,100.0,40.0,100.0,100.0
131,2019-01-18,10.0,10.0,8.0,946899911755, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_vyo-no-fu,10,18,946900069556,157801,COMPLETE,10, BPOP_fu_fu-ke-mka,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,9,1,8,5,7,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,5772,10,17793.0,Syllable Sound,,,,10.0,100.0,50.0,70.0,100.0
131,2019-01-18,0.0,1.0,1.0,946900094141, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_ze-fu-mmo,10,2,946900116722,22581,BACKBUTTON,1, BPOP_fu_ze-fu-mmo,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,1,1,0,0,0,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,22581,1,24585.0,Syllable Sound,,,,1.0,10.0,0.0,0.0,10.0
131,2019-01-18,0.0,1.0,0.0,946900125051, 6116001855_20000103_140020,0.0,story.hear::Safari_Song__it_32, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_ze-fu-mmo,0,1,946900125051,0,BACKBUTTON,1, BPOP_fu_ze-fu-mmo,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,literacy,5.0,128.0,0,1,8329.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,inf,,,inf
131,2019-01-18,0.0,1.0,0.0,946900137707, 6116001855_20000103_140020,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_ze-fu-mmo,0,1,946900137707,0,BACKBUTTON,1, BPOP_fu_ze-fu-mmo,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,0,1,12656.0,Syllable Sound,,,,1.0,inf,,,inf
131,2019-01-18,10.0,10.0,5.0,946900156749, 6116001855_20000103_140020,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL2.decr.27, bpop.mn_4..9.MN-SD-UP-OFF5-BL2.decr.27, math, BPOP_16_16-26-21,10,15,946900403219,246470,COMPLETE,10, BPOP_19_16-19-20,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,4,1,10,7,10,RSWGAP_410,math,4.0,31.0,math,4.0,31.0,7064,10,19042.0,Missing Number,,,,10.0,100.0,70.0,100.0,100.0
131,2019-01-18,10.0,10.0,15.0,946900586090, 6116001855_20000103_140020,1.0,bpop.wrd:fu..fu.syl.rand.sim.stat.show.45, bpop.wrd_fu..fu.syl.rand.sim.stat.show.45, literacy, BPOP_fu_fu-mchu-bu,10,25,946900951001,364911,COMPLETE,10, BPOP_fu_nyu-mchu-fu,"01/03/2000, 14:00:20", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000099_2000.01.03.14.00.20_6116001855.json, PROMOTION,17,1,7,2,7,RSWGAP_410,literacy,5.0,130.0,literacy,5.0,130.0,7060,10,182871.0,Syllable Sound,,,,10.0,100.0,20.0,70.0,100.0
131,2019-01-18,10.0,10.0,6.0,946900998705, 6116001855_20000103_150251,0.0,bpop.wrd:fu..fu.syl.rand.sim.stat.show.45, bpop.wrd_fu..fu.syl.rand.sim.stat.show.45, literacy, BPOP_fu_nyu-mchu-fu,10,16,946901134175,135470,COMPLETE,10, BPOP_fu_nu-ku-fu,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,6,1,9,6,9,RSWGAP_410,literacy,5.0,130.0,literacy,5.0,130.0,5782,10,-1.0,Syllable Sound,,,,10.0,100.0,60.0,90.0,100.0
131,2019-01-18,9.0,10.0,-9.0,946901143606, 6116001855_20000103_150251,0.0,story.hear::Safari_Song__it_32, bpop.wrd_fu..fu.syl.rand.sim.stat.show.45, literacy, BPOP_fu_nu-ku-fu,0,1,946901143606,0,BACKBUTTON,10, BPOP_fu_nu-ku-fu,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,literacy,5.0,130.0,0,1,9431.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,inf,,,inf
131,2019-01-18,9.0,9.0,7.0,946901165943, 6116001855_20000103_150251,0.0,akira:syl.lc.say.fu..fu.noShow..15, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fa_fo_fi,10,16,946901281652,115709,ENDTUTOR,9, o1_fi_fo_fu,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,7,1,8,6,9,RSWGAP_410,literacy,5.0,129.0,literacy,5.0,129.0,8480,9,22337.0,Syllable Sound,,,,8.0,90.0,60.0,90.0,80.0
131,2019-01-18,10.0,10.0,12.0,946901310190, 6116001855_20000103_150251,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL2.decr.27, bpop.mn_4..9.MN-SD-UP-OFF5-BL2.decr.27, math, BPOP_14_16-20-14,10,22,946901492538,182348,COMPLETE,10, BPOP_18_17-18-20,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,13,1,8,3,8,RSWGAP_410,math,4.0,31.0,math,4.0,31.0,7505,10,28538.0,Missing Number,,,,10.0,100.0,30.0,80.0,100.0
131,2019-01-18,10.0,10.0,14.0,946901523671, 6116001855_20000103_150251,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL2.decr.27, bpop.mn_4..9.MN-SD-UP-OFF5-BL2.decr.27, math, BPOP_19_24-19-15,10,24,946901729787,206116,COMPLETE,10, BPOP_14_18-27-14,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,14,1,9,2,9,RSWGAP_410,math,4.0,31.0,math,4.0,31.0,7021,10,31133.0,Missing Number,,,,10.0,100.0,20.0,90.0,100.0
131,2019-01-18,9.0,9.0,11.0,946901753215, 6116001855_20000103_150251,0.0,akira:syl.lc.say.fu..fu.noShow..15, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fa_fo_fi,10,20,946901903036,149821,ENDTUTOR,9, o1_fi_fo_fu,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,15,1,4,4,4,RSWGAP_410,literacy,5.0,129.0,literacy,5.0,129.0,8471,9,23428.0,Syllable Sound,,,,8.0,90.0,40.0,40.0,80.0
131,2019-01-18,10.0,10.0,17.0,946901928670, 6116001855_20000103_150251,1.0,akira:syl.lc.say.fu..fu.noShow..15, akira_syl.lc.say.fu..fu.noShow..15, literacy, o1_fa_fo_fi,10,27,946902137813,209143,COMPLETE,10, o1_fo_fi_fu,"01/03/2000, 15:02:51", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000100_2000.01.03.15.02.51_6116001855.json, PROMOTION,24,1,2,2,3,RSWGAP_410,literacy,5.0,129.0,literacy,5.0,129.0,8917,10,25634.0,Syllable Sound,,,,9.0,100.0,20.0,30.0,90.0
131,2019-01-18,,,,946902210117, 6116001855_20000103_152317,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946902232711,22594,ENDTUTOR,0, O Tanzania oyee!,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4567,4,-1.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946902232833, 6116001855_20000103_152317,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946902232833,0,STORY,0, O Tanzania oyee!,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,122.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946902246730, 6116001855_20000103_152317,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946902269328,22598,ENDTUTOR,0, O Tanzania oyee!,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4542,4,13897.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946902269415, 6116001855_20000103_152317,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946902269415,0,STORY,0, O Tanzania oyee!,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,87.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946902290269, 6116001855_20000103_152317,0.0,story.hear::LC_Vowel_Song_1__it_20, story.hear__LC_Vowel_Song_1__it_20, literacy, a e i o u,6,37,946902323697,33428,ENDTUTOR,0, Tamka kwa sauti kuu a e i o u,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,1,36,6,6,RSWGAP_410,literacy,6.0,64.0,literacy,6.0,64.0,3470,6,20854.0,Syllable Sound,Reading Comprehension,Listening Comprehension,Orienting to Print,3.0,100.0,100.0,100.0,50.0
131,2019-01-18,,,,946902323830, 6116001855_20000103_152317,0.0,activity_selector, story.hear__LC_Vowel_Song_1__it_20, literacy, Tamka kwa sauti kuu a e i o u,6,1,946902323830,0,STORY,0, Tamka kwa sauti kuu a e i o u,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,literacy,6.0,64.0,0,1,133.0,,,,,1.0,16.666666666666664,0.0,0.0,16.666666666666664
131,2019-01-18,,,,946902339351, 6116001855_20000103_152317,0.0,story.hear::LC_Vowel_Song_1__it_20, story.hear__LC_Vowel_Song_1__it_20, literacy, a e i o u,6,37,946902372606,33255,ENDTUTOR,0, Tamka kwa sauti kuu a e i o u,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,1,36,6,6,RSWGAP_410,literacy,6.0,64.0,literacy,6.0,64.0,3468,6,15521.0,Syllable Sound,Reading Comprehension,Listening Comprehension,Orienting to Print,3.0,100.0,100.0,100.0,50.0
131,2019-01-18,,,,946902372700, 6116001855_20000103_152317,0.0,activity_selector, story.hear__LC_Vowel_Song_1__it_20, literacy, Tamka kwa sauti kuu a e i o u,6,1,946902372700,0,STORY,0, Tamka kwa sauti kuu a e i o u,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,literacy,6.0,64.0,0,1,94.0,,,,,1.0,16.666666666666664,0.0,0.0,16.666666666666664
131,2019-01-18,3.0,3.0,1.0,946902402947, 6116001855_20000103_152317,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL3.decr.26, bpop.mn_4..9.MN-SD-UP-OFF5-BL3.decr.26, math, BPOP_12_20-12-21,10,4,946902704919,301972,,3, BPOP_9_9-20-21,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,2,0,2,1,2,RSWGAP_410,math,4.0,29.0,math,4.0,29.0,251379,3,30247.0,Missing Number,,,,3.0,30.0,10.0,20.0,30.0
131,2019-01-18,0.0,1.0,1.0,946905442915, 6116001855_20000103_152317,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL3.decr.26, bpop.mn_4..9.MN-SD-UP-OFF5-BL3.decr.26, math, BPOP_13_17-13-15,10,2,946905766558,323643,BACKBUTTON,1, BPOP_13_17-13-15,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,0,1,1,1,1,RSWGAP_410,math,4.0,29.0,math,4.0,29.0,323643,1,2737996.0,Missing Number,,,,1.0,10.0,10.0,10.0,10.0
131,2019-01-18,10.0,10.0,3.0,946907618730, 6116001855_20000103_152317,0.0,bpop.wrd:fu..fu.syl.rand.all.stat.show.44, bpop.wrd_fu..fu.syl.rand.all.stat.show.44, literacy, BPOP_fu_ze-fu-mmo,10,13,946907745000,126270,COMPLETE,10, BPOP_fu_ki-ka-fu,"01/03/2000, 15:23:17", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000101_2000.01.03.15.23.17_6116001855.json, PROMOTION,2,1,10,9,10,RSWGAP_410,literacy,5.0,128.0,literacy,5.0,128.0,5784,10,1852172.0,Syllable Sound,,,,10.0,100.0,90.0,100.0,100.0
